tweets,label,preprocess_tweets
UK jobs are on the line on this referendum. Being in the EU creates jobs + opportunities for UK families #bbcqt  https://t.co/HiQQ3H8V5O,leave,uk jobs are on the line on this referendum being in the eu creates jobs + opportunities for uk families <hashtag> <url>
Independent evidence shows 3 million UK jobs are linked to EU trade. Let’s not put them at risk #StrongerIn https://t.co/Xh9vzbeeaN #bbcqt,stay,independent evidence shows <number> million uk jobs are linked to eu trade let ’ s not put them at risk <hashtag> <url> <hashtag>
"RT @JamesMcGrory: If the EU is a job destroying machine, how come we are at record levels of employment in the UK while a member?",stay,rt : if the eu is a job destroying machine how come we are at record levels of employment in the uk while a member
RT @MirrorPolitics: #QuestionTime audience member says the #EU is a “lifesaver” for British scientists https://t.co/J8Ft6zwZIL https://t.co…,leave,rt : <hashtag> audience member says the <hashtag> is a “ lifesaver ” for british scientists <url> <url> …
Leave campaign admit jobs WILL be lost if we leave - and they’re glad no experts agree with them. https://t.co/ISlvt9JQyv #BBCQT,stay,leave campaign admit jobs will be lost if we leave - and they ’ re glad no experts agree with them <url> <hashtag>
RT @wdjstraw: Brazen. Michael Gove's father denies his company was destroyed by EU policies https://t.co/RqDbNax2AN #StrongerIn #bbcqt,stay,rt : brazen michael gove's father denies his company was destroyed by eu policies <url> <hashtag> <hashtag>
RT @JBeattieMirror: Gove's dad told Guardian he sold his business as a going concern #bbcqt,stay,rt : gove's dad told guardian he sold his business as a going concern <hashtag>
"He's not doing this, is he: https://t.co/HFgLU5Gg8O #bbcqt",stay,he's not doing this is he : <url> <hashtag>
"RT @wdjstraw: Michael Gove talks about trade with India, China &amp; Japan. All three countries think we're #StrongerIn #bbcqt",stay,rt : michael gove talks about trade with india china amp ; japan all three countries think we're <hashtag> <hashtag>
"Gove said on live TV that the EU ""destroyed"" his father's business. Even his father denies this happened. #bbcqt https://t.co/DeTnfkZVik",stay,"gove said on live tv that the eu "" destroyed "" his father's business even his father denies this happened <hashtag> <url>"
"RT @paul__johnson: So far: on one side NHS leaders, BMJ, doctors' leaders, majority of economists, IMF, Royal Society. On other side Gove
#…",leave,rt : so far : on one side nhs leaders bmj doctors ' leaders majority of economists imf royal society on other side gove <hashtag>
"From China &amp; India to the USA &amp; Italy, world leaders agree that the UK is better off IN. https://t.co/mcgFhN5F1U #bbcqt",stay,from china amp ; india to the usa amp ; italy world leaders agree that the uk is better off in <url> <hashtag>
"RT @lucycthomas: SME owner concerned her future outside EU - if we leave it will be more difficult to trade, the lifeblood of my business #…",stay,rt : sme owner concerned her future outside eu - if we leave it will be more difficult to trade the lifeblood of my business <hashtag>
"RT @wdjstraw: Michael Gove doesnt understand the Q. He's talking about goods, questioner trades in services. #StrongerIn #bbcqt",stay,rt : michael gove doesnt understand the q he's talking about goods questioner trades in services <hashtag> <hashtag>
RT @StrongerInPress: No other deal will get us access to the EU market in services like we currently enjoy. That's 80% of our economy #bbcqt,stay,rt : no other deal will get us access to the eu market in services like we currently enjoy that's <number> of our economy <hashtag>
"RT @GdnPolitics: “Do I trust them, or do I trust you?” - the audience pits the @royalsociety against Gove’s analysis of EU science funding…",leave,rt : “ do i trust them or do i trust you ” - the audience pits the against gove ’ s analysis of eu science funding …
RT @wdjstraw: Inconvenient truth for Michael Gove: Every alternative trade deal is worse for Britain #StrongerIn #bbcqt,stay,rt : inconvenient truth for michael gove : every alternative trade deal is worse for britain <hashtag> <hashtag>
Audience member spelling out the costs of leaving the EU to small businesses. Very real danger to jobs and small businesses. #bbcqt,leave,audience member spelling out the costs of leaving the eu to small businesses very real danger to jobs and small businesses <hashtag>
"RT @StrongerInPress: 88% of small businesses that export do so to the EU. If we pull out of the EU single market, they will be worse off #b…",leave,rt : <number> of small businesses that export do so to the eu if we pull out of the eu single market they will be worse off <hashtag>
"Bank of England, IMF &amp; Treasury say leaving Single Market would lead to recession, hitting UK families. #bbcqt https://t.co/BkUS8OSQ7q",leave,bank of england imf amp ; treasury say leaving single market would lead to recession hitting uk families <hashtag> <url>
Gove wants us to trade like Albania - even the Albanian Prime Minister said this is a bad idea. #bbcqt https://t.co/8USNSZeHCQ,stay,gove wants us to trade like albania - even the albanian prime minister said this is a bad idea <hashtag> <url>
Small businesses who trade with the EU will be hit by Brexit - costing jobs. #bbcqt,leave,small businesses who trade with the eu will be hit by brexit - costing jobs <hashtag>
RT @lucycthomas: Do I trust the Institute of Physicists and Royal Society? Or do I trust you? Devastating blow to Gove from audience #BBCQT…,stay,rt : do i trust the institute of physicists and royal society or do i trust you devastating blow to gove from audience <hashtag>
The EU is Britain’s biggest customer. Why would we want to damage our relationship with our biggest customer? #bbcqt https://t.co/49xGrj34Vp,leave,the eu is britain ’ s biggest customer why would we want to damage our relationship with our biggest customer <hashtag> <url>
RT @StrongerInPress: We will not join the schengen zone and we will never have to join the euro #StrongerIn #bbcqt,stay,rt : we will not join the schengen zone and we will never have to join the euro <hashtag> <hashtag>
Experts from every walk of life have joined together to say that we're better off staying IN Europe. #bbcqt https://t.co/CNJhx2RnUb,stay,experts from every walk of life have joined together to say that we're better off staying in europe <hashtag> <url>
"RT @labourpress: According to the CBI, we get more out of Europe than we put in: a return on investment of almost 10 to 1 #bbcqt",stay,rt : according to the cbi we get more out of europe than we put in : a return on investment of almost <number> to <number> <hashtag>
RT @wdjstraw: Gove names one scientist in support. Remain have 150 Royal Society fellows + Stephen Hawking https://t.co/a6ZknxWffs #Stronge…,stay,rt : gove names one scientist in support remain have <number> royal society fellows + stephen hawking <url> <hashtag>
Michael Gove wants to talk about physicists: https://t.co/6wX87KmSOR #bbcqt,stay,michael gove wants to talk about physicists : <url> <hashtag>
"RT @StrongerInPress: Another fantasy spending promise from Gove - how are you going to spend extra on NHS, science, and more? #bbcqt",leave,rt : another fantasy spending promise from gove - how are you going to spend extra on nhs science and more <hashtag>
The EU invested almost 1 billion pounds in UK research last year. British universities are #Strongerin https://t.co/NCJGaGIbSs #bbcqt,stay,the eu invested almost <number> billion pounds in uk research last year british universities are <hashtag> <url> <hashtag>
Stephen Hawking thinks we should remain in Europe. #bbcqt,stay,stephen hawking thinks we should remain in europe <hashtag>
RT @StrongerInPress: Audience member says leaving the EU will affect science funding - majority of scientists including Stephen Hawking agr…,stay,rt : audience member says leaving the eu will affect science funding - majority of scientists including stephen hawking agr …
"Our world-class universities, from Oxford to Kent Uni, back our place in Europe. We are #StrongerIn https://t.co/hZN2W3f68N #bbcqt",stay,our world-class universities from oxford to kent uni back our place in europe we are <hashtag> <url> <hashtag>
Audience member tells Michael Gove about their worries about his casually dismissed 'bumps in the road' #bbcqt,leave,audience member tells michael gove about their worries about his casually dismissed ' bumps in the road ' <hashtag>
RT @wdjstraw: Scientists dont trust Vote Leave's dubious promises on funding #StrongerIn #bbcqt,stay,rt : scientists dont trust vote leave's dubious promises on funding <hashtag> <hashtag>
"RT @UKLabourIN: Let's ensure that Britain remains Great. For jobs, growth, security, workers' rights - vote Remain. #bbcqt https://t.co/rR4…",stay,rt : let's ensure that britain remains great for jobs growth security workers ' rights - vote remain <hashtag> <url> …
Stephen Hawking couldn't be clearer: #Brexit would be a DISASTER for UK science. https://t.co/o9PcwO0yQw https://t.co/JkEzBF4NEA #bbcqt,leave,stephen hawking couldn't be clearer : <hashtag> would be a disaster for uk science <url> <url> <hashtag>
RT @wdjstraw: Gove talking Britain down. China has full access to Swiss mkt but they get nothing for 15 years. 1-sided deal not in UK's int…,leave,rt : gove talking britain down china has full access to swiss mkt but they get nothing for <number> years <number> - sided deal not in uk's int …
RT @labourpress: Gove evasive on risks of leaving. Reminder: last week he admitted jobs wld be at risk if we left #bbcqt,stay,rt : gove evasive on risks of leaving reminder : last week he admitted jobs wld be at risk if we left <hashtag>
RT @UKLabourIN: We can create more jobs by 2030 if we Remain in the EU. RT if you agree → #bbcqt https://t.co/VFdKvAqpBU,stay,rt : we can create more jobs by <number> if we remain in the eu rt if you agree → <hashtag> <url>
We have the best possible deal inside the EU single market. Why would we leave that and put jobs at risk? #bbcqt,stay,we have the best possible deal inside the eu single market why would we leave that and put jobs at risk <hashtag>
The alternatives to being in the EU offer by the leave campaign would hit UK businesses &amp; families https://t.co/u8sJ1VLhCY #bbcqt,stay,the alternatives to being in the eu offer by the leave campaign would hit uk businesses amp ; families <url> <hashtag>
Leave have offered 25 random ideas for trade deals inc. Canada &amp; Albania. None are as good as we have now. #bbcqt https://t.co/8USNSZeHCQ,stay,leave have offered <number> random ideas for trade deals inc canada amp ; albania none are as good as we have now <hashtag> <url>
